statisticalID,name,partOf,code,physicalType
MX04005,Hecelchakán,Location/MX04,ADMIN_STRUCTURE,Jurisdiction
MX21068,Hermenegildo Galeana,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX26030,Hermosillo,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX20028,Heroica Ciudad de Ejutla de Crespo,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20039,Heroica Ciudad de Huajuapan de León,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20043,Heroica Ciudad de Juchitán de Zaragoza,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20397,Heroica Ciudad de Tlaxiaco,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20549,Heroica Villa Tezoatlán de Segura y Luna,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX05013,Hidalgo,Location/MX05,ADMIN_STRUCTURE,Jurisdiction
MX10010,Hidalgo,Location/MX10,ADMIN_STRUCTURE,Jurisdiction
MX16034,Hidalgo,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX19047,Hidalgo,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX28016,Hidalgo,Location/MX28,ADMIN_STRUCTURE,Jurisdiction
MX08032,Hidalgo del Parral,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX30070,Hidalgotitlán,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX19028,Higueras,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX31034,Hocabá,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX31035,Hoctún,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX31036,Homún,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX21057,Honey,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX04006,Hopelchén,Location/MX04,ADMIN_STRUCTURE,Jurisdiction
MX14040,Hostotipaquillo,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX26031,Huachinera,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX18005,Huajicori,Location/MX18,ADMIN_STRUCTURE,Jurisdiction
MX19029,Hualahuises,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX29013,Huamantla,Location/MX29,ADMIN_STRUCTURE,Jurisdiction
MX12033,Huamuxtitlán,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX16036,Huandacareo,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX11016,Huanímaro,Location/MX11,ADMIN_STRUCTURE,Jurisdiction
MX16037,Huaniqueo,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX32018,Huanusco,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX21069,Huaquechula,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX26032,Huásabas,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX13024,Huasca de Ocampo,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX26033,Huatabampo,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX21070,Huatlatlauca,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX30071,Huatusco,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX21071,Huauchinango,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX20040,Huautepec,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX13025,Huautla,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX20041,Huautla de Jiménez,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX30072,Huayacocotla,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX13026,Huazalingo,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX07037,Huehuetán,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX13027,Huehuetla,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX21072,Huehuetla,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX24018,Huehuetlán,Location/MX24,ADMIN_STRUCTURE,Jurisdiction
MX21073,Huehuetlán el Chico,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX21150,Huehuetlán el Grande,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX15035,Huehuetoca,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX08033,Huejotitán,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX21074,Huejotzingo,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX14041,Huejúcar,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX14042,Huejuquilla el Alto,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX13028,Huejutla de Reyes,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX26034,Huépac,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX16038,Huetamo,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX21075,Hueyapan,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX30073,Hueyapan de Ocampo,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX29014,Hueyotlipan,Location/MX29,ADMIN_STRUCTURE,Jurisdiction
MX15036,Hueypoxtla,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX21076,Hueytamalco,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX21077,Hueytlalpan,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX31037,Huhí,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX13029,Huichapan,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX30074,Huiloapan de Cuauhtémoc,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX27008,Huimanguillo,Location/MX27,ADMIN_STRUCTURE,Jurisdiction
MX22008,Huimilpan,Location/MX22,ADMIN_STRUCTURE,Jurisdiction
MX16039,Huiramba,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX07039,Huitiupán,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX17009,Huitzilac,Location/MX17,ADMIN_STRUCTURE,Jurisdiction
MX21078,Huitzilan de Serdán,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX21079,Huitziltepec,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX12034,Huitzuco de los Figueroa,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX15037,Huixquilucan,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX07038,Huixtán,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX07040,Huixtla,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX31038,Hunucmá,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX30075,Ignacio de la Llave,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX08034,Ignacio Zaragoza,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX12035,Iguala de la Independencia,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX12036,Igualapa,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX30076,Ilamatlán,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX12081,Iliatenco,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX26035,Imuris,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX16040,Indaparapeo,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX10011,Indé,Location/MX10,ADMIN_STRUCTURE,Jurisdiction
MX11017,Irapuato,Location/MX11,ADMIN_STRUCTURE,Jurisdiction
MX16041,Irimbo,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX15038,Isidro Fabela,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX30077,Isla,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX23003,Isla Mujeres,Location/MX23,ADMIN_STRUCTURE,Jurisdiction
MX19030,Iturbide,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX21081,Ixcamilpa de Guerrero,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX21082,Ixcaquixtla,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX12037,Ixcateopan de Cuauhtémoc,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX30078,Ixcatepec,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX30079,Ixhuacán de los Reyes,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX07042,Ixhuatán,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX30083,Ixhuatlán de Madero,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX30080,Ixhuatlán del Café,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX30082,Ixhuatlán del Sureste,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX30081,Ixhuatlancillo,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX31039,Ixil,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX30084,Ixmatlahuacan,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX13030,Ixmiquilpan,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX20065,Ixpantepec Nieves,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX21083,Ixtacamaxtitlán,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX07043,Ixtacomitán,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX29015,Ixtacuixtla de Mariano Matamoros,Location/MX29,ADMIN_STRUCTURE,Jurisdiction
MX30085,Ixtaczoquitlán,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX07044,Ixtapa,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX15039,Ixtapaluca,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX15040,Ixtapan de la Sal,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX15041,Ixtapan del Oro,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX07045,Ixtapangajoya,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX29016,Ixtenco,Location/MX29,ADMIN_STRUCTURE,Jurisdiction
MX21084,Ixtepec,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX15042,Ixtlahuaca,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX06006,Ixtlahuacán,Location/MX06,ADMIN_STRUCTURE,Jurisdiction
MX14044,Ixtlahuacán de los Membrillos,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX14045,Ixtlahuacán del Río,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX16042,Ixtlán,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX20042,Ixtlán de Juárez,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX18006,Ixtlán del Río,Location/MX18,ADMIN_STRUCTURE,Jurisdiction
MX31040,Izamal,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX09006,Iztacalco,Location/MX09,ADMIN_STRUCTURE,Jurisdiction
MX09007,Iztapalapa,Location/MX09,ADMIN_STRUCTURE,Jurisdiction
MX21085,Izúcar de Matamoros,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX13031,Jacala de Ledezma,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX16043,Jacona,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX18007,Jala,Location/MX18,ADMIN_STRUCTURE,Jurisdiction
MX30086,Jalacingo,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX27009,Jalapa,Location/MX27,ADMIN_STRUCTURE,Jurisdiction
MX30088,Jalcomulco,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX14046,Jalostotitlán,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX32019,Jalpa,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX27010,Jalpa de Méndez,Location/MX27,ADMIN_STRUCTURE,Jurisdiction
MX21086,Jalpan,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX22009,Jalpan de Serra,Location/MX22,ADMIN_STRUCTURE,Jurisdiction
MX15044,Jaltenco,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX30089,Jáltipan,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX13032,Jaltocán,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX30090,Jamapa,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX14047,Jamay,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX08035,Janos,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX17010,Jantetelco,Location/MX17,ADMIN_STRUCTURE,Jurisdiction
MX11018,Jaral del Progreso,Location/MX11,ADMIN_STRUCTURE,Jurisdiction
MX28017,Jaumave,Location/MX28,ADMIN_STRUCTURE,Jurisdiction
MX11019,Jerécuaro,Location/MX11,ADMIN_STRUCTURE,Jurisdiction
MX32020,Jerez,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX30091,Jesús Carranza,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX01005,Jesús María,Location/MX01,ADMIN_STRUCTURE,Jurisdiction
MX14048,Jesús María,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX15045,Jilotepec,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX30093,Jilotepec,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX14049,Jilotlán de los Dolores,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX15046,Jilotzingo,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX05014,Jiménez,Location/MX05,ADMIN_STRUCTURE,Jurisdiction
MX08036,Jiménez,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX16044,Jiménez,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX28018,Jiménez,Location/MX28,ADMIN_STRUCTURE,Jurisdiction
MX32021,Jiménez del Teul,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX16045,Jiquilpan,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX07046,Jiquipilas,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX15047,Jiquipilco,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX07047,Jitotol,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX17011,Jiutepec,Location/MX17,ADMIN_STRUCTURE,Jurisdiction
MX14050,Jocotepec,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX15048,Jocotitlán,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX17012,Jojutla,Location/MX17,ADMIN_STRUCTURE,Jurisdiction
MX21087,Jolalpan,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX17013,Jonacatepec,Location/MX17,ADMIN_STRUCTURE,Jurisdiction
MX21088,Jonotla,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX27011,Jonuta,Location/MX27,ADMIN_STRUCTURE,Jurisdiction
MX21089,Jopala,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX15049,Joquicingo,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX30169,José Azueta,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX12079,José Joaquín de Herrera,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX23006,José María Morelos,Location/MX23,ADMIN_STRUCTURE,Jurisdiction
MX16113,José Sixto Verduzco,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX32022,Juan Aldama,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX21090,Juan C. Bonilla,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX21091,Juan Galindo,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX21092,Juan N. Méndez,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX12039,Juan R. Escudero,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX30094,Juan Rodríguez Clara,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX14051,Juanacatlán,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX05015,Juárez,Location/MX05,ADMIN_STRUCTURE,Jurisdiction
MX07048,Juárez,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX08037,Juárez,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX16046,Juárez,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX19031,Juárez,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX13033,Juárez Hidalgo,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX32023,Juchipila,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX30095,Juchique de Ferrer,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX12080,Juchitán,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX15050,Juchitepec,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX14052,Juchitlán,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX08038,Julimes,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX16047,Jungapeo,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX31041,Kanasín,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX31042,Kantunil,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX31043,Kaua,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX31044,Kinchil,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX31045,Kopomá,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX30016,La Antigua,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX14018,La Barca,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX26021,La Colorada,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX20017,La Compañía,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX07020,La Concordia,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX08016,La Cruz,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX07036,La Grandeza,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX16035,La Huacana,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX14043,La Huerta,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX07041,La Independencia,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX07050,La Libertad,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX09008,La Magdalena Contreras,Location/MX09,ADMIN_STRUCTURE,Jurisdiction
MX29048,La Magdalena Tlaltelulco,Location/MX29,ADMIN_STRUCTURE,Jurisdiction
MX21095,La Magdalena Tlatlauquitepec,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX14057,La Manzanilla de la Paz,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX13040,La Misión,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX03003,La Paz,Location/MX03,ADMIN_STRUCTURE,Jurisdiction
MX15070,La Paz,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX20069,La Pe,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX30127,La Perla,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX16069,La Piedad,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX20076,La Reforma,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20556,La Trinidad Vista Hermosa,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX07099,La Trinitaria,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX12068,La Unión de Isidoro Montes de Oca,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX18019,La Yesca,Location/MX18,ADMIN_STRUCTURE,Jurisdiction
MX21093,Lafragua,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX14053,Lagos de Moreno,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX16048,Lagunillas,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX24019,Lagunillas,Location/MX24,ADMIN_STRUCTURE,Jurisdiction
MX05016,Lamadrid,Location/MX05,ADMIN_STRUCTURE,Jurisdiction
MX19032,Lampazos de Naranjo,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX22010,Landa de Matamoros,Location/MX22,ADMIN_STRUCTURE,Jurisdiction
MX30096,Landero y Coss,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX07049,Larráinzar,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX30061,Las Choapas,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX07052,Las Margaritas,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX30107,Las Minas,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX07075,Las Rosas,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX30132,Las Vigas de Ramírez,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX16052,Lázaro Cárdenas,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX23007,Lázaro Cárdenas,Location/MX23,ADMIN_STRUCTURE,Jurisdiction
MX29047,Lázaro Cárdenas,Location/MX29,ADMIN_STRUCTURE,Jurisdiction
MX11020,León,Location/MX11,ADMIN_STRUCTURE,Jurisdiction
MX12040,Leonardo Bravo,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX10012,Lerdo,Location/MX10,ADMIN_STRUCTURE,Jurisdiction
MX30097,Lerdo de Tejada,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX15051,Lerma,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX21094,Libres,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX19033,Linares,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX28019,Llera,Location/MX28,ADMIN_STRUCTURE,Jurisdiction
MX13034,Lolotla,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX20044,Loma Bonita,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX08039,López,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX03009,Loreto,Location/MX03,ADMIN_STRUCTURE,Jurisdiction
MX32024,Loreto,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX19003,Los Aldamas,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX03008,Los Cabos,Location/MX03,ADMIN_STRUCTURE,Jurisdiction
MX19027,Los Herreras,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX19042,Los Ramones,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX16075,Los Reyes,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX30137,Los Reyes,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX21118,Los Reyes de Juárez,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX32025,Luis Moya,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX15123,Luvianos,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX27012,Macuspana,Location/MX27,ADMIN_STRUCTURE,Jurisdiction
MX08040,Madera,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX16049,Madero,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX14055,Magdalena,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX26036,Magdalena,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX30098,Magdalena,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX20045,Magdalena Apasco,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20046,Magdalena Jaltepec,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20048,Magdalena Mixtepec,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20049,Magdalena Ocotlán,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20050,Magdalena Peñasco,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20051,Magdalena Teitipac,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20052,Magdalena Tequisistlán,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20053,Magdalena Tlacotepec,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20562,Magdalena Yodocono de Porfirio Díaz,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20054,Magdalena Zahuatlán,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX08041,Maguarichi,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX28020,Mainero,Location/MX28,ADMIN_STRUCTURE,Jurisdiction
MX15052,Malinalco,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX12041,Malinaltepec,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX30099,Maltrata,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX31046,Mama,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX31047,Maní,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX30100,Manlio Fabio Altamirano,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX08042,Manuel Benavides,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX11008,Manuel Doblado,Location/MX11,ADMIN_STRUCTURE,Jurisdiction
MX06007,Manzanillo,Location/MX06,ADMIN_STRUCTURE,Jurisdiction
MX07051,Mapastepec,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX10013,Mapimí,Location/MX10,ADMIN_STRUCTURE,Jurisdiction
MX16050,Maravatío,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX07115,Maravilla Tenejapa,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX16051,Marcos Castellanos,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX30101,Mariano Escobedo,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX19034,Marín,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX20055,Mariscala de Juárez,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX12077,Marquelia,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX07116,Marqués de Comillas,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX30102,Martínez de la Torre,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX12042,Mártir de Cuilapan,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX20056,Mártires de Tacubaya,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX14058,Mascota,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX08043,Matachí,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX05017,Matamoros,Location/MX05,ADMIN_STRUCTURE,Jurisdiction
MX08044,Matamoros,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX28022,Matamoros,Location/MX28,ADMIN_STRUCTURE,Jurisdiction
MX24020,Matehuala,Location/MX24,ADMIN_STRUCTURE,Jurisdiction
MX20057,Matías Romero Avendaño,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX24057,Matlapa,Location/MX24,ADMIN_STRUCTURE,Jurisdiction
MX31048,Maxcanú,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX31049,Mayapán,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX14059,Mazamitla,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX07053,Mazapa de Madero,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX32026,Mazapil,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX21096,Mazapiltepec de Juárez,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX07054,Mazatán,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX26037,Mazatán,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX29017,Mazatecochco de José María Morelos,Location/MX29,ADMIN_STRUCTURE,Jurisdiction
MX17014,Mazatepec,Location/MX17,ADMIN_STRUCTURE,Jurisdiction
MX25012,Mazatlán,Location/MX25,ADMIN_STRUCTURE,Jurisdiction
