statisticalID,name,partOf,code,physicalType
MX16022,Charo,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX16023,Chavinda,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX31019,Chemax,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX07026,Chenalhó,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX16024,Cherán,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX07027,Chiapa de Corzo,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX07028,Chiapilla,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX29010,Chiautempan,Location/MX29,ADMIN_STRUCTURE,Jurisdiction
MX15028,Chiautla,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX21047,Chiautla,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX21048,Chiautzingo,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX31021,Chichimilá,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX21050,Chichiquila,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX07029,Chicoasén,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX15029,Chicoloapan,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX07030,Chicomuselo,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX30056,Chiconamel,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX15030,Chiconcuac,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX21049,Chiconcuautla,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX30057,Chiconquiaco,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX30058,Chicontepec,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX31020,Chicxulub Pueblo,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX21051,Chietla,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX21052,Chigmecatitlán,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX21053,Chignahuapan,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX21054,Chignautla,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX08019,Chihuahua,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX31022,Chikindzonot,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX21055,Chila,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX21056,Chila de la Sal,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX12028,Chilapa de Álvarez,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX16025,Chilchota,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX21058,Chilchotla,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX13019,Chilcuautla,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX07031,Chilón,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX12029,Chilpancingo de los Bravo,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX15031,Chimalhuacán,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX14031,Chimaltitán,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX19013,China,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX30059,Chinameca,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX30060,Chinampa de Gorostiza,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX21059,Chinantla,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX16026,Chinicuila,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX08020,Chínipas,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX20027,Chiquihuitlán de Benito Juárez,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX14032,Chiquilistlán,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX30062,Chocamán,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX31023,Chocholá,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX25007,Choix,Location/MX25,ADMIN_STRUCTURE,Jurisdiction
MX30063,Chontla,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX16027,Chucándiro,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX30064,Chumatlán,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX31024,Chumayel,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX16028,Churintzio,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX16029,Churumuco,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX19012,Ciénega de Flores,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX20013,Ciénega de Zimatlán,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX14022,Cihuatlán,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX07017,Cintalapa,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX30035,Citlaltépetl,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX24010,Ciudad del Maíz,Location/MX24,ADMIN_STRUCTURE,Jurisdiction
MX24011,Ciudad Fernández,Location/MX24,ADMIN_STRUCTURE,Jurisdiction
MX20014,Ciudad Ixtepec,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX28009,Ciudad Madero,Location/MX28,ADMIN_STRUCTURE,Jurisdiction
MX24013,Ciudad Valles,Location/MX24,ADMIN_STRUCTURE,Jurisdiction
MX15020,Coacalco de Berriozábal,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX30036,Coacoatzintla,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX16014,Coahuayana,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX12016,Coahuayutla de José María Izazaga,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX30037,Coahuitlán,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX16015,Coalcomán de Vázquez Pallares,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX07018,Coapilla,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX20015,Coatecas Altas,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX21030,Coatepec,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX30038,Coatepec,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX15021,Coatepec Harinas,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX17005,Coatlán del Río,Location/MX17,ADMIN_STRUCTURE,Jurisdiction
MX30039,Coatzacoalcos,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX21031,Coatzingo,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX30040,Coatzintla,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX12078,Cochoapa el Grande,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX15022,Cocotitlán,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX12017,Cocula,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX14024,Cocula,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX16016,Coeneo,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX30041,Coetzala,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX21032,Cohetzala,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX21033,Cohuecan,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX20016,Coicoyán de las Flores,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX16074,Cojumatlán de Régules,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX06002,Colima,Location/MX06,ADMIN_STRUCTURE,Jurisdiction
MX30042,Colipa,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX22005,Colón,Location/MX22,ADMIN_STRUCTURE,Jurisdiction
MX14025,Colotlán,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX06003,Comala,Location/MX06,ADMIN_STRUCTURE,Jurisdiction
MX27005,Comalcalco,Location/MX27,ADMIN_STRUCTURE,Jurisdiction
MX30043,Comapa,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX07019,Comitán de Domínguez,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX03001,Comondú,Location/MX03,ADMIN_STRUCTURE,Jurisdiction
MX11009,Comonfort,Location/MX11,ADMIN_STRUCTURE,Jurisdiction
MX18004,Compostela,Location/MX18,ADMIN_STRUCTURE,Jurisdiction
MX20018,Concepción Buenavista,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX14026,Concepción de Buenos Aires,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX32007,Concepción del Oro,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX20019,Concepción Pápalo,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX25004,Concordia,Location/MX25,ADMIN_STRUCTURE,Jurisdiction
MX10003,Coneto de Comonfort,Location/MX10,ADMIN_STRUCTURE,Jurisdiction
MX31013,Conkal,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX20020,Constancia del Rosario,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX16017,Contepec,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX29018,Contla de Juan Cuamatzi,Location/MX29,ADMIN_STRUCTURE,Jurisdiction
MX07021,Copainalá,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX12018,Copala,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX12019,Copalillo,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX12020,Copanatoyac,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX16018,Copándaro,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX06004,Coquimatlán,Location/MX06,ADMIN_STRUCTURE,Jurisdiction
MX30044,Córdoba,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX08014,Coronado,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX21034,Coronango,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX11010,Coroneo,Location/MX11,ADMIN_STRUCTURE,Jurisdiction
MX22006,Corregidora,Location/MX22,ADMIN_STRUCTURE,Jurisdiction
MX11011,Cortazar,Location/MX11,ADMIN_STRUCTURE,Jurisdiction
MX25005,Cosalá,Location/MX25,ADMIN_STRUCTURE,Jurisdiction
MX30045,Cosamaloapan de Carpio,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX30046,Cosautlán de Carvajal,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX30047,Coscomatepec,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX01004,Cosío,Location/MX01,ADMIN_STRUCTURE,Jurisdiction
MX20021,Cosolapa,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX30048,Cosoleacaque,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX20022,Cosoltepec,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX30049,Cotaxtla,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX16019,Cotija,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX21035,Coxcatlán,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX24014,Coxcatlán,Location/MX24,ADMIN_STRUCTURE,Jurisdiction
MX30050,Coxquihui,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX08015,Coyame del Sotol,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX09003,Coyoacán,Location/MX09,ADMIN_STRUCTURE,Jurisdiction
MX21036,Coyomeapan,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX15023,Coyotepec,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX21037,Coyotepec,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX12021,Coyuca de Benítez,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX12022,Coyuca de Catalán,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX30051,Coyutla,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX23001,Cozumel,Location/MX23,ADMIN_STRUCTURE,Jurisdiction
MX28010,Cruillas,Location/MX28,ADMIN_STRUCTURE,Jurisdiction
MX09004,Cuajimalpa de Morelos,Location/MX09,ADMIN_STRUCTURE,Jurisdiction
MX12023,Cuajinicuilapa,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX12024,Cualác,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX29008,Cuapiaxtla,Location/MX29,ADMIN_STRUCTURE,Jurisdiction
MX21038,Cuapiaxtla de Madero,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX05007,Cuatro Ciénegas,Location/MX05,ADMIN_STRUCTURE,Jurisdiction
MX06005,Cuauhtémoc,Location/MX06,ADMIN_STRUCTURE,Jurisdiction
MX08017,Cuauhtémoc,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX09015,Cuauhtémoc,Location/MX09,ADMIN_STRUCTURE,Jurisdiction
MX32008,Cuauhtémoc,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX21039,Cuautempan,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX12025,Cuautepec,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX13016,Cuautepec de Hinojosa,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX21040,Cuautinchán,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX15024,Cuautitlán,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX14027,Cuautitlán de García Barragán,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX15121,Cuautitlán Izcalli,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX14028,Cuautla,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX17006,Cuautla,Location/MX17,ADMIN_STRUCTURE,Jurisdiction
MX21041,Cuautlancingo,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX29009,Cuaxomulco,Location/MX29,ADMIN_STRUCTURE,Jurisdiction
MX21042,Cuayuca de Andrade,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX26022,Cucurpe,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX10004,Cuencamé,Location/MX10,ADMIN_STRUCTURE,Jurisdiction
MX11012,Cuerámaro,Location/MX11,ADMIN_STRUCTURE,Jurisdiction
MX17007,Cuernavaca,Location/MX17,ADMIN_STRUCTURE,Jurisdiction
MX12026,Cuetzala del Progreso,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX21043,Cuetzalan del Progreso,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX30052,Cuichapa,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX20023,Cuilápam de Guerrero,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX30053,Cuitláhuac,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX16020,Cuitzeo,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX25006,Culiacán,Location/MX25,ADMIN_STRUCTURE,Jurisdiction
MX26023,Cumpas,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX31014,Cuncunul,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX27006,Cunduacán,Location/MX27,ADMIN_STRUCTURE,Jurisdiction
MX14029,Cuquío,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX08018,Cusihuiriachi,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX12027,Cutzamala de Pinzón,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX20024,Cuyamecalco Villa de Zaragoza,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX21044,Cuyoaco,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX31015,Cuzamá,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX14033,Degollado,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX18009,Del Nayar,Location/MX18,ADMIN_STRUCTURE,Jurisdiction
MX08021,Delicias,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX26024,Divisaderos,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX19014,Doctor Arroyo,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX19015,Doctor Coss,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX19016,Doctor González,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX11013,Doctor Mora,Location/MX11,ADMIN_STRUCTURE,Jurisdiction
MX11014,Dolores Hidalgo Cuna de la Independencia Nacional,Location/MX11,ADMIN_STRUCTURE,Jurisdiction
MX21060,Domingo Arenas,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX15032,Donato Guerra,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX08022,Dr. Belisario Domínguez,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX10005,Durango,Location/MX10,ADMIN_STRUCTURE,Jurisdiction
MX31025,Dzán,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX31026,Dzemul,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX31027,Dzidzantún,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX31028,Dzilam de Bravo,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX31029,Dzilam González,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX31030,Dzitás,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX31031,Dzoncauich,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX24016,Ebano,Location/MX24,ADMIN_STRUCTURE,Jurisdiction
MX15033,Ecatepec de Morelos,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX15034,Ecatzingo,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX16030,Ecuandureo,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX12075,Eduardo Neri,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX14034,Ejutla,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX13009,El Arenal,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX14009,El Arenal,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX20010,El Barrio de la Soledad,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX07014,El Bosque,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX19010,El Carmen,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX29007,El Carmen Tequexquitla,Location/MX29,ADMIN_STRUCTURE,Jurisdiction
MX20030,El Espinal,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX25010,El Fuerte,Location/MX25,ADMIN_STRUCTURE,Jurisdiction
MX14037,El Grullo,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX30205,El Higo,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX14054,El Limón,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX01010,El Llano,Location/MX01,ADMIN_STRUCTURE,Jurisdiction
MX28021,El Mante,Location/MX28,ADMIN_STRUCTURE,Jurisdiction
MX22011,El Marqués,Location/MX22,ADMIN_STRUCTURE,Jurisdiction
MX24058,El Naranjo,Location/MX24,ADMIN_STRUCTURE,Jurisdiction
MX10018,El Oro,Location/MX10,ADMIN_STRUCTURE,Jurisdiction
MX15064,El Oro,Location/MX15,ADMIN_STRUCTURE,Jurisdiction
MX32015,El Plateado de Joaquín Amaro,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX07070,El Porvenir,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX14070,El Salto,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX32041,El Salvador,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX08064,El Tule,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX25008,Elota,Location/MX25,ADMIN_STRUCTURE,Jurisdiction
MX13020,Eloxochitlán,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX21061,Eloxochitlán,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX20029,Eloxochitlán de Flores Magón,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX13021,Emiliano Zapata,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX17008,Emiliano Zapata,Location/MX17,ADMIN_STRUCTURE,Jurisdiction
MX27007,Emiliano Zapata,Location/MX27,ADMIN_STRUCTURE,Jurisdiction
MX29046,Emiliano Zapata,Location/MX29,ADMIN_STRUCTURE,Jurisdiction
MX30065,Emiliano Zapata,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX26025,Empalme,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX14035,Encarnación de Díaz,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX02001,Ensenada,Location/MX02,ADMIN_STRUCTURE,Jurisdiction
MX21062,Epatlán,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX13022,Epazoyucan,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX16031,Epitacio Huerta,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX16032,Erongarícuaro,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX04009,Escárcega,Location/MX04,ADMIN_STRUCTURE,Jurisdiction
MX05008,Escobedo,Location/MX05,ADMIN_STRUCTURE,Jurisdiction
MX25009,Escuinapa,Location/MX25,ADMIN_STRUCTURE,Jurisdiction
MX07032,Escuintla,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX29012,Españita,Location/MX29,ADMIN_STRUCTURE,Jurisdiction
MX21063,Esperanza,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX30066,Espinal,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX31032,Espita,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
MX26026,Etchojoa,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX14036,Etzatlán,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX22007,Ezequiel Montes,Location/MX22,ADMIN_STRUCTURE,Jurisdiction
MX23002,Felipe Carrillo Puerto,Location/MX23,ADMIN_STRUCTURE,Jurisdiction
MX30067,Filomeno Mata,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX12030,Florencio Villarreal,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX30068,Fortín,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX05009,Francisco I. Madero,Location/MX05,ADMIN_STRUCTURE,Jurisdiction
MX13023,Francisco I. Madero,Location/MX13,ADMIN_STRUCTURE,Jurisdiction
MX07033,Francisco León,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX21064,Francisco Z. Mena,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX32010,Fresnillo,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX20032,Fresnillo de Trujano,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX05010,Frontera,Location/MX05,ADMIN_STRUCTURE,Jurisdiction
MX07034,Frontera Comalapa,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX07035,Frontera Hidalgo,Location/MX07,ADMIN_STRUCTURE,Jurisdiction
MX26027,Fronteras,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX16033,Gabriel Zamora,Location/MX16,ADMIN_STRUCTURE,Jurisdiction
MX08023,Galeana,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX19017,Galeana,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX19018,García,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX32012,Genaro Codina,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX19020,General Bravo,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX12031,General Canuto A. Neri,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX05011,General Cepeda,Location/MX05,ADMIN_STRUCTURE,Jurisdiction
MX32013,General Enrique Estrada,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX19021,General Escobedo,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX21065,General Felipe Ángeles,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX32014,General Francisco R. Murguía,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX12032,General Heliodoro Castillo,Location/MX12,ADMIN_STRUCTURE,Jurisdiction
MX32016,General Pánfilo Natera,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX26070,General Plutarco Elías Calles,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX10006,General Simón Bolívar,Location/MX10,ADMIN_STRUCTURE,Jurisdiction
MX19022,General Terán,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX19023,General Treviño,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX19024,General Zaragoza,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX19025,General Zuazua,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX08025,Gómez Farías,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX14079,Gómez Farías,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX28011,Gómez Farías,Location/MX28,ADMIN_STRUCTURE,Jurisdiction
MX10007,Gómez Palacio,Location/MX10,ADMIN_STRUCTURE,Jurisdiction
MX28012,González,Location/MX28,ADMIN_STRUCTURE,Jurisdiction
MX08026,Gran Morelos,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX26028,Granados,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX14038,Guachinango,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX08027,Guachochi,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX14039,Guadalajara,Location/MX14,ADMIN_STRUCTURE,Jurisdiction
MX24017,Guadalcázar,Location/MX24,ADMIN_STRUCTURE,Jurisdiction
MX08028,Guadalupe,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX19026,Guadalupe,Location/MX19,ADMIN_STRUCTURE,Jurisdiction
MX21066,Guadalupe,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX32017,Guadalupe,Location/MX32,ADMIN_STRUCTURE,Jurisdiction
MX20034,Guadalupe de Ramírez,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX20033,Guadalupe Etla,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX10008,Guadalupe Victoria,Location/MX10,ADMIN_STRUCTURE,Jurisdiction
MX21067,Guadalupe Victoria,Location/MX21,ADMIN_STRUCTURE,Jurisdiction
MX08029,Guadalupe y Calvo,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX10009,Guanaceví,Location/MX10,ADMIN_STRUCTURE,Jurisdiction
MX11015,Guanajuato,Location/MX11,ADMIN_STRUCTURE,Jurisdiction
MX25011,Guasave,Location/MX25,ADMIN_STRUCTURE,Jurisdiction
MX26029,Guaymas,Location/MX26,ADMIN_STRUCTURE,Jurisdiction
MX08030,Guazapares,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX20035,Guelatao de Juárez,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX28013,Güémez,Location/MX28,ADMIN_STRUCTURE,Jurisdiction
MX05012,Guerrero,Location/MX05,ADMIN_STRUCTURE,Jurisdiction
MX08031,Guerrero,Location/MX08,ADMIN_STRUCTURE,Jurisdiction
MX28014,Guerrero,Location/MX28,ADMIN_STRUCTURE,Jurisdiction
MX20036,Guevea de Humboldt,Location/MX20,ADMIN_STRUCTURE,Jurisdiction
MX09005,Gustavo A. Madero,Location/MX09,ADMIN_STRUCTURE,Jurisdiction
MX28015,Gustavo Díaz Ordaz,Location/MX28,ADMIN_STRUCTURE,Jurisdiction
MX30069,Gutiérrez Zamora,Location/MX30,ADMIN_STRUCTURE,Jurisdiction
MX31033,Halachó,Location/MX31,ADMIN_STRUCTURE,Jurisdiction
